FECHA,IMPORTE
2020-05-01,490.0
2020-05-01,285.0
2020-05-01,243.72
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,5344.76
2020-05-01,5152.17
2020-05-01,34.22
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.01
2020-05-01,674.62
2020-05-01,752.43
2020-05-01,674.62
2020-05-01,674.62
2020-05-01,4310.35
2020-05-01,2042.97
2020-05-01,2585.0
2020-05-01,3990.02
2020-05-01,3300.0
2020-05-01,135.34
2020-05-01,0.01
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,168.96
2020-05-01,2371.0
2020-05-01,0.0
2020-05-01,1139.12
2020-05-01,69.1
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,1000.0
2020-05-01,98.08
2020-05-01,16.08
2020-05-01,0.0
2020-05-01,198.0
2020-05-01,3601.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,341.1
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,-1784.57
2020-05-01,-1016.01
2020-05-01,74.14
2020-05-01,632.48
2020-05-01,342.0
2020-05-01,426.72
2020-05-01,236.62
2020-05-01,2675.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,4660.68
2020-05-01,-1009.09
2020-05-01,1016.01
2020-05-01,4824.91
2020-05-01,1100.0
2020-05-01,900.0
2020-05-01,4000.0
2020-05-01,218.22
2020-05-01,180.0
2020-05-01,2923.95
2020-05-01,1448.83
2020-05-01,200.96
2020-05-01,336.9
2020-05-01,0.0
2020-05-01,2354.5
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,68.18
2020-05-01,600.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,149.74
2020-05-01,3100.0
2020-05-01,1600.0
2020-05-01,0.0
2020-05-01,2025.05
2020-05-01,2596.73
2020-05-01,201.0
2020-05-01,820.0
2020-05-01,919.89
2020-05-01,3500.0
2020-05-01,1025.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,6.89
2020-05-01,0.0
2020-05-01,0.0
2020-05-01,6438.72
2020-05-01,1723.28
2020-05-01,210.0
2020-05-01,349.5
2020-05-01,11.51
2020-05-01,3364.28
2020-05-01,0.0
